#,Constituency,Reserved,Electors As per Feb 2026 SIR[4],Change Prev. Election,District_x,Lok Sabha constituency,Constituency since,Constituency Map,District_Clean,District_y,Culture,Registered_Voters,GDP_Lakhs,Turnout_2021,Turnout_2026,Turnout_Delta,Assembly_Seats,Voter_Profile,Seat_Registered,Seat_Polled,Female_Voters,Male_Voters,Youth_Voters,Senior_Voters,youth_pct,services_pct,agri_pct,homemaker_pct,elderly_pct,Cultivators_Pct,AgriLabour_Pct,HouseholdIndustry_Pct,OtherWorkers_Pct,Literacy_Pct,Urban_Pct,Seat_Type,SC_Boost,Turnout_Surge_Type,TVK_Zone,Anti_Incumbency_Score,Incumbency_Factor,Voter_Profile_Extended,Winner_2021_Party,SC_ST_Pop_Pct,Margin_2021_Category,Incumbent_Recontesting,SC_Voter_Boost,Constituency_Registered_Voters
75,Vikravandi,-,228995,3.10%,Viluppuram,Viluppuram,1952.0,,Viluppuram,Viluppuram,Mixed,1734830,2.82,72.27,84.85,12.579999999999998,6,"Assembly Constituency: Vikravandi (Viluppuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",228995,194302,125365,119967,52010,90282,0.186,0.305,0.259,0.18,0.07,12.9,29.2,4.2,53.7,74.0,48.0,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Vikravandi (Viluppuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,16.0,COMFORTABLE,LIKELY_YES,0.0,228995
76,Tirukkoyilur,-,243105,5.23%,Kallakurichi,Viluppuram,1952.0,,Kallakurichi,Kallakurichi,Mixed,1288731,2.81,74.56,87.41,12.849999999999994,5,"Assembly Constituency: Tirukkoyilur (Kallakurichi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",243105,212498,115125,110169,47762,82908,0.172,0.211,0.323,0.229,0.065,20.4,36.4,2.7,40.5,70.1,24.8,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Tirukkoyilur (Kallakurichi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM. SC/ST population: 25% (TN avg 20%). Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,24.8,COMFORTABLE,LIKELY_YES,2.2,243105
77,Ulundurpettai,-,300699,1.40%,Kallakurichi,Viluppuram,1952.0,,Kallakurichi,Kallakurichi,Mixed,1288731,2.81,74.56,87.41,12.849999999999994,5,"Assembly Constituency: Ulundurpettai (Kallakurichi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",300699,262840,115125,110169,47762,82908,0.172,0.211,0.323,0.229,0.065,20.4,36.4,2.7,40.5,70.1,24.8,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Ulundurpettai (Kallakurichi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM. SC/ST population: 25% (TN avg 20%). Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,24.8,COMFORTABLE,LIKELY_YES,2.2,300699
78,Rishivandiyam,-,273571,0.86%,Kallakurichi,Kallakurichi,1962.0,,Kallakurichi,Kallakurichi,Mixed,1288731,2.81,74.56,87.41,12.849999999999994,5,"Assembly Constituency: Rishivandiyam (Kallakurichi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. ",273571,239128,115125,110169,47762,82908,0.172,0.211,0.323,0.229,0.065,20.4,36.4,2.7,40.5,70.1,24.8,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Rishivandiyam (Kallakurichi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM. SC/ST population: 25% (TN avg 20%). Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,24.8,COMFORTABLE,LIKELY_YES,2.2,273571
79,Sankarapuram,-,265951,2.01%,Kallakurichi,Kallakurichi,1962.0,,Kallakurichi,Kallakurichi,Mixed,1288731,2.81,74.56,87.41,12.849999999999994,5,"Assembly Constituency: Sankarapuram (Kallakurichi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. ",265951,232467,115125,110169,47762,82908,0.172,0.211,0.323,0.229,0.065,20.4,36.4,2.7,40.5,70.1,24.8,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Sankarapuram (Kallakurichi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM. SC/ST population: 25% (TN avg 20%). Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,24.8,COMFORTABLE,LIKELY_YES,2.2,265951
80,Kallakurichi,SC,281582,2.74%,Kallakurichi,Kallakurichi,1952.0,,Kallakurichi,Kallakurichi,Mixed,1288731,2.81,74.56,87.41,12.849999999999994,5,"Assembly Constituency: Kallakurichi (Kallakurichi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",281582,246130,115125,110169,47762,82908,0.172,0.211,0.323,0.229,0.065,20.4,36.4,2.7,40.5,70.1,24.8,COMPETITIVE,1,BASE_MOBILISATION,LOW,4,SAFE_INCUMBENT,"Assembly Constituency: Kallakurichi (Kallakurichi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance. SC/ST population: 25% (TN avg 20%). Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,24.8,COMFORTABLE,LIKELY_YES,2.2,281582
81,Gangavalli,SC,218317,9.28%,Salem,Kallakurichi,2011.0,,Salem,Salem,Industrial,2924428,5.21,72.72,88.0,15.28,11,"Assembly Constituency: Gangavalli (Salem). Region Culture: Industrial. This is a reserved constituency (SC). Working-class and manufacturing sector dominant. Strong trade union presence. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",218317,192118,119550,114403,49598,86095,0.187,0.336,0.226,0.18,0.071,12.1,24.5,4.2,59.2,74.3,58.8,COMPETITIVE,1,BASE_MOBILISATION,LOW,6,SAFE_INCUMBENT,"Assembly Constituency: Gangavalli (Salem). Region Culture: Industrial. This is a reserved constituency (SC). Working-class and manufacturing sector dominant. Strong trade union presence. Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance. SC/ST population: 20% (TN avg 20%). Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,20.3,COMFORTABLE,LIKELY_YES,1.08,218317
82,Attur,SC,228153,11.08%,Salem,Kallakurichi,1952.0,,Salem,Salem,Industrial,2924428,5.21,72.72,88.0,15.28,11,"Assembly Constituency: Attur (Salem). Region Culture: Industrial. This is a reserved constituency (SC). Working-class and manufacturing sector dominant. Strong trade union presence. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",228153,200774,119550,114403,49598,86095,0.187,0.336,0.226,0.18,0.071,12.1,24.5,4.2,59.2,74.3,58.8,COMPETITIVE,1,ANTI_INCUMBENCY,LOW,-4,ANTI_INCUMBENCY,"Assembly Constituency: Attur (Salem). Region Culture: Industrial. This is a reserved constituency (SC). Working-class and manufacturing sector dominant. Strong trade union presence. Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: AIADMK won). Incumbency: ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance. SC/ST population: 20% (TN avg 20%). Victory margin 2021: CLOSE. 2021 MLA re-contesting: UNCERTAIN.",AIADMK,20.3,CLOSE,UNCERTAIN,1.08,228153
83,Yercaud,ST,272829,4.75%,Salem,Kallakurichi,1957.0,,Salem,Salem,Industrial,2924428,5.21,72.72,88.0,15.28,11,"Assembly Constituency: Yercaud (Salem). Region Culture: Industrial. This is a reserved constituency (ST). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. ",272829,240089,119550,114403,49598,86095,0.187,0.336,0.226,0.18,0.071,12.1,24.5,4.2,59.2,74.3,58.8,COMPETITIVE,1,BASE_MOBILISATION,LOW,6,SAFE_INCUMBENT,"Assembly Constituency: Yercaud (Salem). Region Culture: Industrial. This is a reserved constituency (ST). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance. SC/ST population: 20% (TN avg 20%). Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,20.3,COMFORTABLE,LIKELY_YES,1.08,272829
84,Omalur,-,294593,1.36%,Salem,Salem,1952.0,,Salem,Salem,Industrial,2924428,5.21,72.72,88.0,15.28,11,"Assembly Constituency: Omalur (Salem). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",294593,259241,119550,114403,49598,86095,0.187,0.336,0.226,0.18,0.071,12.1,24.5,4.2,59.2,74.3,58.8,MARGINAL,0,ANTI_INCUMBENCY,MEDIUM,-10,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Omalur (Salem). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: MEDIUM. SC/ST population: 20% (TN avg 20%). Victory margin 2021: CLOSE. 2021 MLA re-contesting: UNCERTAIN.",AIADMK,20.3,CLOSE,UNCERTAIN,1.08,294593
85,Mettur,-,255665,11.57%,Salem,Dharamapuri,1957.0,,Salem,Salem,Industrial,2924428,5.21,72.72,88.0,15.28,11,"Assembly Constituency: Mettur (Salem). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",255665,224985,119550,114403,49598,86095,0.187,0.336,0.226,0.18,0.071,12.1,24.5,4.2,59.2,74.3,58.8,MARGINAL,0,ANTI_INCUMBENCY,MEDIUM,-10,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Mettur (Salem). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: MEDIUM. SC/ST population: 20% (TN avg 20%). Victory margin 2021: CLOSE. 2021 MLA re-contesting: UNCERTAIN.",AIADMK,20.3,CLOSE,UNCERTAIN,1.08,255665
86,Edappadi,-,276387,3.91%,Salem,Salem,1952.0,,Salem,Salem,Industrial,2924428,5.21,72.72,88.0,15.28,11,"Assembly Constituency: Edappadi (Salem). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",276387,243220,119550,114403,49598,86095,0.187,0.336,0.226,0.18,0.071,12.1,24.5,4.2,59.2,74.3,58.8,MARGINAL,0,ANTI_INCUMBENCY,MEDIUM,-10,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Edappadi (Salem). Region Culture: Industrial. This is a reserved constituency (-). Working-class and manufacturing sector dominant. Strong trade union presence. Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: MEDIUM. SC/ST population: 20% (TN avg 20%). Victory margin 2021: CLOSE. 2021 MLA re-contesting: YES.",AIADMK,20.3,CLOSE,YES,1.08,276387
